,air_conditioners_1,air_conditioners_2,alternating_current_motors,aluminum_alloy,aluminum_oxide,aluminum_products,beer,bullet_trains,cars,caustic_soda,cement,cement_equipment,chemical_fertilizers_manufactured,chemical_fiber,chemical_medicine,chemical_pesticides,cloth,cold_rolled_steel_plate,color_television_sets,copper_products,corrugated_steel_bar,crude_iron_ore,crude_steel,electrical_instrument,electrolyzed_aluminum,electronic_computers,elevators_escalators_and_lifts,engines,equipment_for_feed_production,equipment_for_mobile_communication_base_stations,equipment_for_packaging,equipment_for_prevention_and_control_of_atmospheric_pollution,ethylene,excavators,feed,ferroalloy,fresh_and_frozen_meat,home_refrigerators,home_washing_machines,industrial_boilers,insulating_glass,integrated_circuits,laminated_glass,large_tractors,lead,liquior,lithium_ion_batteries,machine_made_paper_and_paperboards,medium_tractors,medium_wide_steel_belt,metal_containers,metal_cutting_tools,metal_forming_machine_tools,metal_smelting_equipment,micro_computer_equipment,milk_products,mobile_telephones,motor_vehicles,optic_cable,optoelectronic_devices,phosphate_ore,photovoltaic_cells,pig_iron,plain_glass,plastic_products,portable_electric_devices,power_generation_equipment,primary_plastic,railway_locomotives,refined_copper,refined_edible_vegetable_oil,refined_sugar,rolled_steel,salt,silk_and_woven_fabric,small_tractors,soda_ash,soft_drinks,steel_ships_for_civil_use,sulfuric_acid,suv,synthetic_detergents,synthetic_fiber,synthetic_rubber,ten_kinds_of_nonferrous_metals,tires,tobaccos,toughened_glass,traditional_chinese_medicine,trucks,welded_steel_pipe,wine,wire_rod,xerox_and_hectograph_printing_equipment,yarn,zinc,Output of Asphalt Current Period(10000 tons),Output of Coal Current Period(10000 tons),Output of Coalbed Gas Current Period(100 million cu.m),Output of Coke Current Period(10000 tons),Output of Crude oil Current Period(10000 tons),Output of Diesel Oil Current Period(10000 tons),Output of Electricity Current Period(100 million kwh),Output of Fuel Oil Current Period(10000 tons),Output of Gasoline Current Period(10000 tons),Output of Kerosene Current Period(10000 tons),Output of LNG Current Period(10000 tons),Output of LPG Current Period(10000 tons),Output of Naphtha Current Period(10000 tons),Output of Natural Gas Current Period(100 million cu.m),Output of Petroleum Coke Current Period(10000 tons),Output of Processing Volume of Crude oil Current Period(10000 tons),Output of Thermal Power Current Period(100 million kwh),Passenger Traffic Current Period(10000 persons),Passenger Traffic of Railways Current Period(10000 persons),Passenger Traffic of Highways Current Period(10000 persons),Passenger Traffic of Waterways Current Period(10000 persons),Freight Traffic Current Period(10000 tons),Freight Traffic of Railways Current Period(10000 tons),Freight Traffic of Highways Current Period(10000 tons),Freight Traffic of Waterways Current Period(10000 tons),Manufacturing Purchasing Managers'' Index(%),cn_a50,cn_szse,cn_sha
2015-01-11,177.2,1195.1,2211.7,49.1,438.6,381.2,372.6,231.0,120.9,257.0,16749.2,56878.8,511.60000000000014,385.4,23.5,31.2,52.0,273.20000000000005,1260.0,130.9,1651.6,9313.3,6880.6,1161.5,236.4,2827.3,2.4,19566.5,71106.0,2211.8,8304.0,28586.0,152.2,10469.0,2023.9,276.5,299.00000000000006,722.3,648.3,29261.6,876.5,80.9,695.7,4714.0,34.1,104.3,40641.99999999999,962.8,47197.0,1076.8000000000002,1087.2,7.399999999999999,2.0,46399.7,2553.6,215.5,14023.4,245.50000000000003,2458.2,389.80000000000007,945.4,358.69999999999993,6356.199999999999,6484.000000000001,538.5,2253.4,1037.0,614.9000000000001,83.0,61.2,487.4,301.1,9009.3,325.1,5468.9,12.8,222.5,1302.5,373.00000000000006,715.4,44.00000000000001,108.4,352.5,47.2,393.5,7939.1,3456.7000000000003,3183.7000000000003,27.6,31.6,455.5,9.3,1150.8000000000002,68.20000000000002,299.19999999999993,49.8,216.9,27325.9,5.2,3592.1,1617.9,1340.2,3653.9,175.0,889.1,276.0,29.6,207.8,215.3,104.7,182.4,3969.5,2914.3,172607.0,17850.0,150028.0,1483.0,364076.0,31253.0,283653.0,49119.0,49.8,11431.36,11324.76,3285.41
2015-01-12,177.2,1195.1,2211.7,49.1,438.6,381.2,372.6,231.0,120.9,257.0,16749.2,56878.8,511.60000000000014,385.4,23.5,31.2,52.0,273.20000000000005,1260.0,130.9,1651.6,9313.3,6880.6,1161.5,236.4,2827.3,2.4,19566.5,71106.0,2211.8,8304.0,28586.0,152.2,10469.0,2023.9,276.5,299.00000000000006,722.3,648.3,29261.6,876.5,80.9,695.7,4714.0,34.1,104.3,40641.99999999999,962.8,47197.0,1076.8000000000002,1087.2,7.399999999999999,2.0,46399.7,2553.6,215.5,14023.4,245.50000000000003,2458.2,389.80000000000007,945.4,358.69999999999993,6356.199999999999,6484.000000000001,538.5,2253.4,1037.0,614.9000000000001,83.0,61.2,487.4,301.1,9009.3,325.1,5468.9,12.8,222.5,1302.5,373.00000000000006,715.4,44.00000000000001,108.4,352.5,47.2,393.5,7939.1,3456.7000000000003,3183.7000000000003,27.6,31.6,455.5,9.3,1150.8000000000002,68.20000000000002,299.19999999999993,49.8,216.9,27325.9,5.2,3592.1,1617.9,1340.2,3653.9,175.0,889.1,276.0,29.6,207.8,215.3,104.7,182.4,3969.5,2914.3,172607.0,17850.0,150028.0,1483.0,364076.0,31253.0,283653.0,49119.0,49.8,11308.53,11285.18,3229.32
2015-01-13,177.2,1195.1,2211.7,49.1,438.6,381.2,372.6,231.0,120.9,257.0,16749.2,56878.8,511.60000000000014,385.4,23.5,31.2,52.0,273.20000000000005,1260.0,130.9,1651.6,9313.3,6880.6,1161.5,236.4,2827.3,2.4,19566.5,71106.0,2211.8,8304.0,28586.0,152.2,10469.0,2023.9,276.5,299.00000000000006,722.3,648.3,29261.6,876.5,80.9,695.7,4714.0,34.1,104.3,40641.99999999999,962.8,47197.0,1076.8000000000002,1087.2,7.399999999999999,2.0,46399.7,2553.6,215.5,14023.4,245.50000000000003,2458.2,389.80000000000007,945.4,358.69999999999993,6356.199999999999,6484.000000000001,538.5,2253.4,1037.0,614.9000000000001,83.0,61.2,487.4,301.1,9009.3,325.1,5468.9,12.8,222.5,1302.5,373.00000000000006,715.4,44.00000000000001,108.4,352.5,47.2,393.5,7939.1,3456.7000000000003,3183.7000000000003,27.6,31.6,455.5,9.3,1150.8000000000002,68.20000000000002,299.19999999999993,49.8,216.9,27325.9,5.2,3592.1,1617.9,1340.2,3653.9,175.0,889.1,276.0,29.6,207.8,215.3,104.7,182.4,3969.5,2914.3,172607.0,17850.0,150028.0,1483.0,364076.0,31253.0,283653.0,49119.0,49.8,11242.34,11355.81,3235.3
2015-01-14,177.2,1195.1,2211.7,49.1,438.6,381.2,372.6,231.0,120.9,257.0,16749.2,56878.8,511.60000000000014,385.4,23.5,31.2,52.0,273.20000000000005,1260.0,130.9,1651.6,9313.3,6880.6,1161.5,236.4,2827.3,2.4,19566.5,71106.0,2211.8,8304.0,28586.0,152.2,10469.0,2023.9,276.5,299.00000000000006,722.3,648.3,29261.6,876.5,80.9,695.7,4714.0,34.1,104.3,40641.99999999999,962.8,47197.0,1076.8000000000002,1087.2,7.399999999999999,2.0,46399.7,2553.6,215.5,14023.4,245.50000000000003,2458.2,389.80000000000007,945.4,358.69999999999993,6356.199999999999,6484.000000000001,538.5,2253.4,1037.0,614.9000000000001,83.0,61.2,487.4,301.1,9009.3,325.1,5468.9,12.8,222.5,1302.5,373.00000000000006,715.4,44.00000000000001,108.4,352.5,47.2,393.5,7939.1,3456.7000000000003,3183.7000000000003,27.6,31.6,455.5,9.3,1150.8000000000002,68.20000000000002,299.19999999999993,49.8,216.9,27325.9,5.2,3592.1,1617.9,1340.2,3653.9,175.0,889.1,276.0,29.6,207.8,215.3,104.7,182.4,3969.5,2914.3,172607.0,17850.0,150028.0,1483.0,364076.0,31253.0,283653.0,49119.0,49.8,11255.96,11237.78,3222.44
2015-01-15,177.2,1195.1,2211.7,49.1,438.6,381.2,372.6,231.0,120.9,257.0,16749.2,56878.8,511.60000000000014,385.4,23.5,31.2,52.0,273.20000000000005,1260.0,130.9,1651.6,9313.3,6880.6,1161.5,236.4,2827.3,2.4,19566.5,71106.0,2211.8,8304.0,28586.0,152.2,10469.0,2023.9,276.5,299.00000000000006,722.3,648.3,29261.6,876.5,80.9,695.7,4714.0,34.1,104.3,40641.99999999999,962.8,47197.0,1076.8000000000002,1087.2,7.399999999999999,2.0,46399.7,2553.6,215.5,14023.4,245.50000000000003,2458.2,389.80000000000007,945.4,358.69999999999993,6356.199999999999,6484.000000000001,538.5,2253.4,1037.0,614.9000000000001,83.0,61.2,487.4,301.1,9009.3,325.1,5468.9,12.8,222.5,1302.5,373.00000000000006,715.4,44.00000000000001,108.4,352.5,47.2,393.5,7939.1,3456.7000000000003,3183.7000000000003,27.6,31.6,455.5,9.3,1150.8000000000002,68.20000000000002,299.19999999999993,49.8,216.9,27325.9,5.2,3592.1,1617.9,1340.2,3653.9,175.0,889.1,276.0,29.6,207.8,215.3,104.7,182.4,3969.5,2914.3,172607.0,17850.0,150028.0,1483.0,364076.0,31253.0,283653.0,49119.0,49.8,11696.5,11483.68,3336.45
2015-01-16,177.2,1195.1,2211.7,49.1,438.6,381.2,372.6,231.0,120.9,257.0,16749.2,56878.8,511.60000000000014,385.4,23.5,31.2,52.0,273.20000000000005,1260.0,130.9,1651.6,9313.3,6880.6,1161.5,236.4,2827.3,2.4,19566.5,71106.0,2211.8,8304.0,28586.0,152.2,10469.0,2023.9,276.5,299.00000000000006,722.3,648.3,29261.6,876.5,80.9,695.7,4714.0,34.1,104.3,40641.99999999999,962.8,47197.0,1076.8000000000002,1087.2,7.399999999999999,2.0,46399.7,2553.6,215.5,14023.4,245.50000000000003,2458.2,389.80000000000007,945.4,358.69999999999993,6356.199999999999,6484.000000000001,538.5,2253.4,1037.0,614.9000000000001,83.0,61.2,487.4,301.1,9009.3,325.1,5468.9,12.8,222.5,1302.5,373.00000000000006,715.4,44.00000000000001,108.4,352.5,47.2,393.5,7939.1,3456.7000000000003,3183.7000000000003,27.6,31.6,455.5,9.3,1150.8000000000002,68.20000000000002,299.19999999999993,49.8,216.9,27325.9,5.2,3592.1,1617.9,1340.2,3653.9,175.0,889.1,276.0,29.6,207.8,215.3,104.7,182.4,3969.5,2914.3,172607.0,17850.0,150028.0,1483.0,364076.0,31253.0,283653.0,49119.0,49.8,11756.48,11532.8,3376.49
2015-01-17,177.2,1195.1,2211.7,49.1,438.6,381.2,372.6,231.0,120.9,257.0,16749.2,56878.8,511.60000000000014,385.4,23.5,31.2,52.0,273.20000000000005,1260.0,130.9,1651.6,9313.3,6880.6,1161.5,236.4,2827.3,2.4,19566.5,71106.0,2211.8,8304.0,28586.0,152.2,10469.0,2023.9,276.5,299.00000000000006,722.3,648.3,29261.6,876.5,80.9,695.7,4714.0,34.1,104.3,40641.99999999999,962.8,47197.0,1076.8000000000002,1087.2,7.399999999999999,2.0,46399.7,2553.6,215.5,14023.4,245.50000000000003,2458.2,389.80000000000007,945.4,358.69999999999993,6356.199999999999,6484.000000000001,538.5,2253.4,1037.0,614.9000000000001,83.0,61.2,487.4,301.1,9009.3,325.1,5468.9,12.8,222.5,1302.5,373.00000000000006,715.4,44.00000000000001,108.4,352.5,47.2,393.5,7939.1,3456.7000000000003,3183.7000000000003,27.6,31.6,455.5,9.3,1150.8000000000002,68.20000000000002,299.19999999999993,49.8,216.9,27325.9,5.2,3592.1,1617.9,1340.2,3653.9,175.0,889.1,276.0,29.6,207.8,215.3,104.7,182.4,3969.5,2914.3,172607.0,17850.0,150028.0,1483.0,364076.0,31253.0,283653.0,49119.0,49.8,11756.48,11532.8,3376.49
2015-01-18,177.2,1195.1,2211.7,49.1,438.6,381.2,372.6,231.0,120.9,257.0,16749.2,56878.8,511.60000000000014,385.4,23.5,31.2,52.0,273.20000000000005,1260.0,130.9,1651.6,9313.3,6880.6,1161.5,236.4,2827.3,2.4,19566.5,71106.0,2211.8,8304.0,28586.0,152.2,10469.0,2023.9,276.5,299.00000000000006,722.3,648.3,29261.6,876.5,80.9,695.7,4714.0,34.1,104.3,40641.99999999999,962.8,47197.0,1076.8000000000002,1087.2,7.399999999999999,2.0,46399.7,2553.6,215.5,14023.4,245.50000000000003,2458.2,389.80000000000007,945.4,358.69999999999993,6356.199999999999,6484.000000000001,538.5,2253.4,1037.0,614.9000000000001,83.0,61.2,487.4,301.1,9009.3,325.1,5468.9,12.8,222.5,1302.5,373.00000000000006,715.4,44.00000000000001,108.4,352.5,47.2,393.5,7939.1,3456.7000000000003,3183.7000000000003,27.6,31.6,455.5,9.3,1150.8000000000002,68.20000000000002,299.19999999999993,49.8,216.9,27325.9,5.2,3592.1,1617.9,1340.2,3653.9,175.0,889.1,276.0,29.6,207.8,215.3,104.7,182.4,3969.5,2914.3,172607.0,17850.0,150028.0,1483.0,364076.0,31253.0,283653.0,49119.0,49.8,11756.48,11532.8,3376.49
2015-01-19,177.2,1195.1,2211.7,49.1,438.6,381.2,372.6,231.0,120.9,257.0,16749.2,56878.8,511.60000000000014,385.4,23.5,31.2,52.0,273.20000000000005,1260.0,130.9,1651.6,9313.3,6880.6,1161.5,236.4,2827.3,2.4,19566.5,71106.0,2211.8,8304.0,28586.0,152.2,10469.0,2023.9,276.5,299.00000000000006,722.3,648.3,29261.6,876.5,80.9,695.7,4714.0,34.1,104.3,40641.99999999999,962.8,47197.0,1076.8000000000002,1087.2,7.399999999999999,2.0,46399.7,2553.6,215.5,14023.4,245.50000000000003,2458.2,389.80000000000007,945.4,358.69999999999993,6356.199999999999,6484.000000000001,538.5,2253.4,1037.0,614.9000000000001,83.0,61.2,487.4,301.1,9009.3,325.1,5468.9,12.8,222.5,1302.5,373.00000000000006,715.4,44.00000000000001,108.4,352.5,47.2,393.5,7939.1,3456.7000000000003,3183.7000000000003,27.6,31.6,455.5,9.3,1150.8000000000002,68.20000000000002,299.19999999999993,49.8,216.9,27325.9,5.2,3592.1,1617.9,1340.2,3653.9,175.0,889.1,276.0,29.6,207.8,215.3,104.7,182.4,3969.5,2914.3,172607.0,17850.0,150028.0,1483.0,364076.0,31253.0,283653.0,49119.0,49.8,10665.01,10770.93,3116.35
2015-01-20,177.2,1195.1,2211.7,49.1,438.6,381.2,372.6,231.0,120.9,257.0,16749.2,56878.8,511.60000000000014,385.4,23.5,31.2,52.0,273.20000000000005,1260.0,130.9,1651.6,9313.3,6880.6,1161.5,236.4,2827.3,2.4,19566.5,71106.0,2211.8,8304.0,28586.0,152.2,10469.0,2023.9,276.5,299.00000000000006,722.3,648.3,29261.6,876.5,80.9,695.7,4714.0,34.1,104.3,40641.99999999999,962.8,47197.0,1076.8000000000002,1087.2,7.399999999999999,2.0,46399.7,2553.6,215.5,14023.4,245.50000000000003,2458.2,389.80000000000007,945.4,358.69999999999993,6356.199999999999,6484.000000000001,538.5,2253.4,1037.0,614.9000000000001,83.0,61.2,487.4,301.1,9009.3,325.1,5468.9,12.8,222.5,1302.5,373.00000000000006,715.4,44.00000000000001,108.4,352.5,47.2,393.5,7939.1,3456.7000000000003,3183.7000000000003,27.6,31.6,455.5,9.3,1150.8000000000002,68.20000000000002,299.19999999999993,49.8,216.9,27325.9,5.2,3592.1,1617.9,1340.2,3653.9,175.0,889.1,276.0,29.6,207.8,215.3,104.7,182.4,3969.5,2914.3,172607.0,17850.0,150028.0,1483.0,364076.0,31253.0,283653.0,49119.0,49.8,10656.59,10996.48,3173.05
2015-01-21,177.2,1195.1,2211.7,49.1,438.6,381.2,372.6,231.0,120.9,257.0,16749.2,56878.8,511.60000000000014,385.4,23.5,31.2,52.0,273.20000000000005,1260.0,130.9,1651.6,9313.3,6880.6,1161.5,236.4,2827.3,2.4,19566.5,71106.0,2211.8,8304.0,28586.0,152.2,10469.0,2023.9,276.5,299.00000000000006,722.3,648.3,29261.6,876.5,80.9,695.7,4714.0,34.1,104.3,40641.99999999999,962.8,47197.0,1076.8000000000002,1087.2,7.399999999999999,2.0,46399.7,2553.6,215.5,14023.4,245.50000000000003,2458.2,389.80000000000007,945.4,358.69999999999993,6356.199999999999,6484.000000000001,538.5,2253.4,1037.0,614.9000000000001,83.0,61.2,487.4,301.1,9009.3,325.1,5468.9,12.8,222.5,1302.5,373.00000000000006,715.4,44.00000000000001,108.4,352.5,47.2,393.5,7939.1,3456.7000000000003,3183.7000000000003,27.6,31.6,455.5,9.3,1150.8000000000002,68.20000000000002,299.19999999999993,49.8,216.9,27325.9,5.2,3592.1,1617.9,1340.2,3653.9,175.0,889.1,276.0,29.6,207.8,215.3,104.7,182.4,3969.5,2914.3,172607.0,17850.0,150028.0,1483.0,364076.0,31253.0,283653.0,49119.0,49.8,11254.32,11372.18,3323.61
2015-01-22,177.2,1195.1,2211.7,49.1,438.6,381.2,372.6,231.0,120.9,257.0,16749.2,56878.8,511.60000000000014,385.4,23.5,31.2,52.0,273.20000000000005,1260.0,130.9,1651.6,9313.3,6880.6,1161.5,236.4,2827.3,2.4,19566.5,71106.0,2211.8,8304.0,28586.0,152.2,10469.0,2023.9,276.5,299.00000000000006,722.3,648.3,29261.6,876.5,80.9,695.7,4714.0,34.1,104.3,40641.99999999999,962.8,47197.0,1076.8000000000002,1087.2,7.399999999999999,2.0,46399.7,2553.6,215.5,14023.4,245.50000000000003,2458.2,389.80000000000007,945.4,358.69999999999993,6356.199999999999,6484.000000000001,538.5,2253.4,1037.0,614.9000000000001,83.0,61.2,487.4,301.1,9009.3,325.1,5468.9,12.8,222.5,1302.5,373.00000000000006,715.4,44.00000000000001,108.4,352.5,47.2,393.5,7939.1,3456.7000000000003,3183.7000000000003,27.6,31.6,455.5,9.3,1150.8000000000002,68.20000000000002,299.19999999999993,49.8,216.9,27325.9,5.2,3592.1,1617.9,1340.2,3653.9,175.0,889.1,276.0,29.6,207.8,215.3,104.7,182.4,3969.5,2914.3,172607.0,17850.0,150028.0,1483.0,364076.0,31253.0,283653.0,49119.0,49.8,11237.48,11471.21,3343.34
2015-01-23,177.2,1195.1,2211.7,49.1,438.6,381.2,372.6,231.0,120.9,257.0,16749.2,56878.8,511.60000000000014,385.4,23.5,31.2,52.0,273.20000000000005,1260.0,130.9,1651.6,9313.3,6880.6,1161.5,236.4,2827.3,2.4,19566.5,71106.0,2211.8,8304.0,28586.0,152.2,10469.0,2023.9,276.5,299.00000000000006,722.3,648.3,29261.6,876.5,80.9,695.7,4714.0,34.1,104.3,40641.99999999999,962.8,47197.0,1076.8000000000002,1087.2,7.399999999999999,2.0,46399.7,2553.6,215.5,14023.4,245.50000000000003,2458.2,389.80000000000007,945.4,358.69999999999993,6356.199999999999,6484.000000000001,538.5,2253.4,1037.0,614.9000000000001,83.0,61.2,487.4,301.1,9009.3,325.1,5468.9,12.8,222.5,1302.5,373.00000000000006,715.4,44.00000000000001,108.4,352.5,47.2,393.5,7939.1,3456.7000000000003,3183.7000000000003,27.6,31.6,455.5,9.3,1150.8000000000002,68.20000000000002,299.19999999999993,49.8,216.9,27325.9,5.2,3592.1,1617.9,1340.2,3653.9,175.0,889.1,276.0,29.6,207.8,215.3,104.7,182.4,3969.5,2914.3,172607.0,17850.0,150028.0,1483.0,364076.0,31253.0,283653.0,49119.0,49.8,11334.26,11436.29,3351.76
2015-01-24,177.2,1195.1,2211.7,49.1,438.6,381.2,372.6,231.0,120.9,257.0,16749.2,56878.8,511.60000000000014,385.4,23.5,31.2,52.0,273.20000000000005,1260.0,130.9,1651.6,9313.3,6880.6,1161.5,236.4,2827.3,2.4,19566.5,71106.0,2211.8,8304.0,28586.0,152.2,10469.0,2023.9,276.5,299.00000000000006,722.3,648.3,29261.6,876.5,80.9,695.7,4714.0,34.1,104.3,40641.99999999999,962.8,47197.0,1076.8000000000002,1087.2,7.399999999999999,2.0,46399.7,2553.6,215.5,14023.4,245.50000000000003,2458.2,389.80000000000007,945.4,358.69999999999993,6356.199999999999,6484.000000000001,538.5,2253.4,1037.0,614.9000000000001,83.0,61.2,487.4,301.1,9009.3,325.1,5468.9,12.8,222.5,1302.5,373.00000000000006,715.4,44.00000000000001,108.4,352.5,47.2,393.5,7939.1,3456.7000000000003,3183.7000000000003,27.6,31.6,455.5,9.3,1150.8000000000002,68.20000000000002,299.19999999999993,49.8,216.9,27325.9,5.2,3592.1,1617.9,1340.2,3653.9,175.0,889.1,276.0,29.6,207.8,215.3,104.7,182.4,3969.5,2914.3,172607.0,17850.0,150028.0,1483.0,364076.0,31253.0,283653.0,49119.0,49.8,11334.26,11436.29,3351.76
2015-01-25,177.2,1195.1,2211.7,49.1,438.6,381.2,372.6,231.0,120.9,257.0,16749.2,56878.8,511.60000000000014,385.4,23.5,31.2,52.0,273.20000000000005,1260.0,130.9,1651.6,9313.3,6880.6,1161.5,236.4,2827.3,2.4,19566.5,71106.0,2211.8,8304.0,28586.0,152.2,10469.0,2023.9,276.5,299.00000000000006,722.3,648.3,29261.6,876.5,80.9,695.7,4714.0,34.1,104.3,40641.99999999999,962.8,47197.0,1076.8000000000002,1087.2,7.399999999999999,2.0,46399.7,2553.6,215.5,14023.4,245.50000000000003,2458.2,389.80000000000007,945.4,358.69999999999993,6356.199999999999,6484.000000000001,538.5,2253.4,1037.0,614.9000000000001,83.0,61.2,487.4,301.1,9009.3,325.1,5468.9,12.8,222.5,1302.5,373.00000000000006,715.4,44.00000000000001,108.4,352.5,47.2,393.5,7939.1,3456.7000000000003,3183.7000000000003,27.6,31.6,455.5,9.3,1150.8000000000002,68.20000000000002,299.19999999999993,49.8,216.9,27325.9,5.2,3592.1,1617.9,1340.2,3653.9,175.0,889.1,276.0,29.6,207.8,215.3,104.7,182.4,3969.5,2914.3,172607.0,17850.0,150028.0,1483.0,364076.0,31253.0,283653.0,49119.0,49.8,11334.26,11436.29,3351.76
2015-01-26,177.2,1195.1,2211.7,49.1,438.6,381.2,372.6,231.0,120.9,257.0,16749.2,56878.8,511.60000000000014,385.4,23.5,31.2,52.0,273.20000000000005,1260.0,130.9,1651.6,9313.3,6880.6,1161.5,236.4,2827.3,2.4,19566.5,71106.0,2211.8,8304.0,28586.0,152.2,10469.0,2023.9,276.5,299.00000000000006,722.3,648.3,29261.6,876.5,80.9,695.7,4714.0,34.1,104.3,40641.99999999999,962.8,47197.0,1076.8000000000002,1087.2,7.399999999999999,2.0,46399.7,2553.6,215.5,14023.4,245.50000000000003,2458.2,389.80000000000007,945.4,358.69999999999993,6356.199999999999,6484.000000000001,538.5,2253.4,1037.0,614.9000000000001,83.0,61.2,487.4,301.1,9009.3,325.1,5468.9,12.8,222.5,1302.5,373.00000000000006,715.4,44.00000000000001,108.4,352.5,47.2,393.5,7939.1,3456.7000000000003,3183.7000000000003,27.6,31.6,455.5,9.3,1150.8000000000002,68.20000000000002,299.19999999999993,49.8,216.9,27325.9,5.2,3592.1,1617.9,1340.2,3653.9,175.0,889.1,276.0,29.6,207.8,215.3,104.7,182.4,3969.5,2914.3,172607.0,17850.0,150028.0,1483.0,364076.0,31253.0,283653.0,49119.0,49.8,11289.83,11686.97,3383.18
2015-01-27,177.2,1195.1,2211.7,49.1,438.6,381.2,372.6,231.0,120.9,257.0,16749.2,56878.8,511.60000000000014,385.4,23.5,31.2,52.0,273.20000000000005,1260.0,130.9,1651.6,9313.3,6880.6,1161.5,236.4,2827.3,2.4,19566.5,71106.0,2211.8,8304.0,28586.0,152.2,10469.0,2023.9,276.5,299.00000000000006,722.3,648.3,29261.6,876.5,80.9,695.7,4714.0,34.1,104.3,40641.99999999999,962.8,47197.0,1076.8000000000002,1087.2,7.399999999999999,2.0,46399.7,2553.6,215.5,14023.4,245.50000000000003,2458.2,389.80000000000007,945.4,358.69999999999993,6356.199999999999,6484.000000000001,538.5,2253.4,1037.0,614.9000000000001,83.0,61.2,487.4,301.1,9009.3,325.1,5468.9,12.8,222.5,1302.5,373.00000000000006,715.4,44.00000000000001,108.4,352.5,47.2,393.5,7939.1,3456.7000000000003,3183.7000000000003,27.6,31.6,455.5,9.3,1150.8000000000002,68.20000000000002,299.19999999999993,49.8,216.9,27325.9,5.2,3592.1,1617.9,1340.2,3653.9,175.0,889.1,276.0,29.6,207.8,215.3,104.7,182.4,3969.5,2914.3,172607.0,17850.0,150028.0,1483.0,364076.0,31253.0,283653.0,49119.0,49.8,11110.88,11551.87,3352.96
2015-01-28,177.2,1195.1,2211.7,49.1,438.6,381.2,372.6,231.0,120.9,257.0,16749.2,56878.8,511.60000000000014,385.4,23.5,31.2,52.0,273.20000000000005,1260.0,130.9,1651.6,9313.3,6880.6,1161.5,236.4,2827.3,2.4,19566.5,71106.0,2211.8,8304.0,28586.0,152.2,10469.0,2023.9,276.5,299.00000000000006,722.3,648.3,29261.6,876.5,80.9,695.7,4714.0,34.1,104.3,40641.99999999999,962.8,47197.0,1076.8000000000002,1087.2,7.399999999999999,2.0,46399.7,2553.6,215.5,14023.4,245.50000000000003,2458.2,389.80000000000007,945.4,358.69999999999993,6356.199999999999,6484.000000000001,538.5,2253.4,1037.0,614.9000000000001,83.0,61.2,487.4,301.1,9009.3,325.1,5468.9,12.8,222.5,1302.5,373.00000000000006,715.4,44.00000000000001,108.4,352.5,47.2,393.5,7939.1,3456.7000000000003,3183.7000000000003,27.6,31.6,455.5,9.3,1150.8000000000002,68.20000000000002,299.19999999999993,49.8,216.9,27325.9,5.2,3592.1,1617.9,1340.2,3653.9,175.0,889.1,276.0,29.6,207.8,215.3,104.7,182.4,3969.5,2914.3,172607.0,17850.0,150028.0,1483.0,364076.0,31253.0,283653.0,49119.0,49.8,10955.17,11354.2,3305.74
2015-01-29,177.2,1195.1,2211.7,49.1,438.6,381.2,372.6,231.0,120.9,257.0,16749.2,56878.8,511.60000000000014,385.4,23.5,31.2,52.0,273.20000000000005,1260.0,130.9,1651.6,9313.3,6880.6,1161.5,236.4,2827.3,2.4,19566.5,71106.0,2211.8,8304.0,28586.0,152.2,10469.0,2023.9,276.5,299.00000000000006,722.3,648.3,29261.6,876.5,80.9,695.7,4714.0,34.1,104.3,40641.99999999999,962.8,47197.0,1076.8000000000002,1087.2,7.399999999999999,2.0,46399.7,2553.6,215.5,14023.4,245.50000000000003,2458.2,389.80000000000007,945.4,358.69999999999993,6356.199999999999,6484.000000000001,538.5,2253.4,1037.0,614.9000000000001,83.0,61.2,487.4,301.1,9009.3,325.1,5468.9,12.8,222.5,1302.5,373.00000000000006,715.4,44.00000000000001,108.4,352.5,47.2,393.5,7939.1,3456.7000000000003,3183.7000000000003,27.6,31.6,455.5,9.3,1150.8000000000002,68.20000000000002,299.19999999999993,49.8,216.9,27325.9,5.2,3592.1,1617.9,1340.2,3653.9,175.0,889.1,276.0,29.6,207.8,215.3,104.7,182.4,3969.5,2914.3,172607.0,17850.0,150028.0,1483.0,364076.0,31253.0,283653.0,49119.0,49.8,10775.6,11249.04,3262.3
